source,label,party,target,weight
454,Sebastian Hartmann,SPD,119,1
454,Sebastian Hartmann,SPD,177,1
454,Sebastian Hartmann,SPD,229,2
454,Sebastian Hartmann,SPD,290,1
454,Sebastian Hartmann,SPD,352,2
454,Sebastian Hartmann,SPD,395,1
457,Siemtje Möller,SPD,193,1
458,Thomas Silberhorn,CSU,193,1
458,Thomas Silberhorn,CSU,228,1
458,Thomas Silberhorn,CSU,478,1
459,Stefan Müller,CSU,177,1
459,Stefan Müller,CSU,241,1
459,Stefan Müller,CSU,260,1
459,Stefan Müller,CSU,335,1
459,Stefan Müller,CSU,47,2
459,Stefan Müller,CSU,8,1
46,Bela Bach,SPD,177,1
46,Bela Bach,SPD,463,1
460,Sönke Rix,SPD,166,1
460,Sönke Rix,SPD,209,1
460,Sönke Rix,SPD,260,1
460,Sönke Rix,SPD,264,1
460,Sönke Rix,SPD,290,3
460,Sönke Rix,SPD,316,1
460,Sönke Rix,SPD,354,3
460,Sönke Rix,SPD,403,1
460,Sönke Rix,SPD,42,1
460,Sönke Rix,SPD,487,1
460,Sönke Rix,SPD,68,2
461,Sören Bartol,SPD,110,1
461,Sören Bartol,SPD,119,1
461,Sören Bartol,SPD,260,1
461,Sören Bartol,SPD,281,1
461,Sören Bartol,SPD,335,1
461,Sören Bartol,SPD,373,1
461,Sören Bartol,SPD,395,1
461,Sören Bartol,SPD,414,1
461,Sören Bartol,SPD,483,1
461,Sören Bartol,SPD,486,1
461,Sören Bartol,SPD,506,1
461,Sören Bartol,SPD,509,1
461,Sören Bartol,SPD,537,1
461,Sören Bartol,SPD,82,1
461,Sören Bartol,SPD,98,1
463,SPD Bundestag,SPD,113,1
463,SPD Bundestag,SPD,114,1
463,SPD Bundestag,SPD,139,2
463,SPD Bundestag,SPD,162,1
463,SPD Bundestag,SPD,172,1
463,SPD Bundestag,SPD,203,1
463,SPD Bundestag,SPD,229,1
463,SPD Bundestag,SPD,236,1
463,SPD Bundestag,SPD,254,2
463,SPD Bundestag,SPD,260,1
463,SPD Bundestag,SPD,267,1
463,SPD Bundestag,SPD,327,3
463,SPD Bundestag,SPD,373,1
463,SPD Bundestag,SPD,386,2
463,SPD Bundestag,SPD,409,1
463,SPD Bundestag,SPD,42,4
463,SPD Bundestag,SPD,452,1
463,SPD Bundestag,SPD,460,1
463,SPD Bundestag,SPD,461,1
463,SPD Bundestag,SPD,522,1
463,SPD Bundestag,SPD,98,1
464,SPD,SPD,202,2
464,SPD,SPD,290,1
464,SPD,SPD,395,4
465,Svenja Stadler,SPD,101,1
465,Svenja Stadler,SPD,118,2
465,Svenja Stadler,SPD,215,1
465,Svenja Stadler,SPD,229,1
465,Svenja Stadler,SPD,24,1
465,Svenja Stadler,SPD,250,1
465,Svenja Stadler,SPD,325,1
465,Svenja Stadler,SPD,335,1
465,Svenja Stadler,SPD,352,4
465,Svenja Stadler,SPD,363,1
465,Svenja Stadler,SPD,364,1
465,Svenja Stadler,SPD,373,1
465,Svenja Stadler,SPD,393,3
465,Svenja Stadler,SPD,453,1
465,Svenja Stadler,SPD,47,1
467,Bettina Stark-Watzinger,FDP,106,1
467,Bettina Stark-Watzinger,FDP,119,1
467,Bettina Stark-Watzinger,FDP,17,2
467,Bettina Stark-Watzinger,FDP,205,1
467,Bettina Stark-Watzinger,FDP,237,2
467,Bettina Stark-Watzinger,FDP,252,1
467,Bettina Stark-Watzinger,FDP,283,2
467,Bettina Stark-Watzinger,FDP,296,1
467,Bettina Stark-Watzinger,FDP,316,1
467,Bettina Stark-Watzinger,FDP,335,4
467,Bettina Stark-Watzinger,FDP,398,2
467,Bettina Stark-Watzinger,FDP,399,1
467,Bettina Stark-Watzinger,FDP,428,1
467,Bettina Stark-Watzinger,FDP,446,2
467,Bettina Stark-Watzinger,FDP,462,2
467,Bettina Stark-Watzinger,FDP,486,2
467,Bettina Stark-Watzinger,FDP,494,1
467,Bettina Stark-Watzinger,FDP,62,1
467,Bettina Stark-Watzinger,FDP,83,1
468,Stephan Brandner,AfD,110,1
468,Stephan Brandner,AfD,179,1
468,Stephan Brandner,AfD,185,1
468,Stephan Brandner,AfD,202,1
468,Stephan Brandner,AfD,220,2
468,Stephan Brandner,AfD,232,2
468,Stephan Brandner,AfD,247,2
468,Stephan Brandner,AfD,259,2
468,Stephan Brandner,AfD,309,1
468,Stephan Brandner,AfD,399,2
468,Stephan Brandner,AfD,40,2
468,Stephan Brandner,AfD,424,2
468,Stephan Brandner,AfD,442,2
468,Stephan Brandner,AfD,45,1
468,Stephan Brandner,AfD,459,1
468,Stephan Brandner,AfD,507,1
468,Stephan Brandner,AfD,6,1
468,Stephan Brandner,AfD,68,1
468,Stephan Brandner,AfD,7,1
468,Stephan Brandner,AfD,8,2
469,Stefan Gelbhaar,Greens,309,1
469,Stefan Gelbhaar,Greens,385,1
47,Stefan Liebich,The Left,10,2
47,Stefan Liebich,The Left,113,1
47,Stefan Liebich,The Left,115,1
47,Stefan Liebich,The Left,143,9
47,Stefan Liebich,The Left,162,2
47,Stefan Liebich,The Left,166,1
47,Stefan Liebich,The Left,244,1
47,Stefan Liebich,The Left,266,1
47,Stefan Liebich,The Left,279,1
47,Stefan Liebich,The Left,283,1
47,Stefan Liebich,The Left,284,1
47,Stefan Liebich,The Left,288,1
47,Stefan Liebich,The Left,290,2
47,Stefan Liebich,The Left,298,5
47,Stefan Liebich,The Left,299,1
47,Stefan Liebich,The Left,300,1
47,Stefan Liebich,The Left,340,1
47,Stefan Liebich,The Left,352,1
47,Stefan Liebich,The Left,354,1
47,Stefan Liebich,The Left,363,4
47,Stefan Liebich,The Left,430,1
47,Stefan Liebich,The Left,459,1
47,Stefan Liebich,The Left,465,1
47,Stefan Liebich,The Left,486,6
47,Stefan Liebich,The Left,539,2
470,Stefan Kaufmann,CDU,290,1
470,Stefan Kaufmann,CDU,338,1
470,Stefan Kaufmann,CDU,342,1
470,Stefan Kaufmann,CDU,494,1
473,Steffen Bilger,CDU,398,1
473,Steffen Bilger,CDU,480,1
476,Steffi Lemke,Greens,182,1
476,Steffi Lemke,Greens,184,1
476,Steffi Lemke,Greens,228,1
476,Steffi Lemke,Greens,284,1
476,Steffi Lemke,Greens,430,2
476,Steffi Lemke,Greens,509,1
476,Steffi Lemke,Greens,545,1
476,Steffi Lemke,Greens,59,1
479,Sebastian Steineke,CDU,176,2
479,Sebastian Steineke,CDU,208,2
479,Sebastian Steineke,CDU,216,1
479,Sebastian Steineke,CDU,231,1
479,Sebastian Steineke,CDU,241,2
479,Sebastian Steineke,CDU,253,7
479,Sebastian Steineke,CDU,255,1
479,Sebastian Steineke,CDU,279,4
479,Sebastian Steineke,CDU,314,1
479,Sebastian Steineke,CDU,338,4
479,Sebastian Steineke,CDU,354,4
479,Sebastian Steineke,CDU,409,1
479,Sebastian Steineke,CDU,473,1
479,Sebastian Steineke,CDU,509,1
479,Sebastian Steineke,CDU,540,1
479,Sebastian Steineke,CDU,547,4
480,Stephan Kühn,Greens,177,1
480,Stephan Kühn,Greens,398,1
480,Stephan Kühn,Greens,473,1
480,Stephan Kühn,Greens,486,1
480,Stephan Kühn,Greens,509,1
480,Stephan Kühn,Greens,547,3
483,Mathias Stein,SPD,177,1
483,Mathias Stein,SPD,259,1
483,Mathias Stein,SPD,363,1
483,Mathias Stein,SPD,395,1
483,Mathias Stein,SPD,398,1
483,Mathias Stein,SPD,42,2
483,Mathias Stein,SPD,452,1
483,Mathias Stein,SPD,502,1
483,Mathias Stein,SPD,506,1
483,Mathias Stein,SPD,526,1
484,Susanne Ferschl,The Left,215,1
484,Susanne Ferschl,The Left,279,1
484,Susanne Ferschl,The Left,298,8
486,Sven-Christian Kindler,Greens,10,1
486,Sven-Christian Kindler,Greens,101,1
486,Sven-Christian Kindler,Greens,110,1
486,Sven-Christian Kindler,Greens,115,1
486,Sven-Christian Kindler,Greens,119,1
486,Sven-Christian Kindler,Greens,131,3
486,Sven-Christian Kindler,Greens,143,2
486,Sven-Christian Kindler,Greens,146,1
486,Sven-Christian Kindler,Greens,237,2
486,Sven-Christian Kindler,Greens,252,1
486,Sven-Christian Kindler,Greens,264,1
486,Sven-Christian Kindler,Greens,283,2
486,Sven-Christian Kindler,Greens,290,1
486,Sven-Christian Kindler,Greens,294,2
486,Sven-Christian Kindler,Greens,309,1
486,Sven-Christian Kindler,Greens,32,1
486,Sven-Christian Kindler,Greens,335,1
486,Sven-Christian Kindler,Greens,354,1
486,Sven-Christian Kindler,Greens,395,1
486,Sven-Christian Kindler,Greens,399,14
486,Sven-Christian Kindler,Greens,430,3
486,Sven-Christian Kindler,Greens,467,2
486,Sven-Christian Kindler,Greens,47,11
486,Sven-Christian Kindler,Greens,480,1
486,Sven-Christian Kindler,Greens,487,1
486,Sven-Christian Kindler,Greens,510,1
486,Sven-Christian Kindler,Greens,537,2
486,Sven-Christian Kindler,Greens,547,1
486,Sven-Christian Kindler,Greens,68,2
486,Sven-Christian Kindler,Greens,71,1
486,Sven-Christian Kindler,Greens,78,1
486,Sven-Christian Kindler,Greens,84,1
487,Sven Lehmann,Greens,182,1
487,Sven Lehmann,Greens,225,3
487,Sven Lehmann,Greens,237,1
487,Sven Lehmann,Greens,256,1
487,Sven Lehmann,Greens,323,2
487,Sven Lehmann,Greens,326,1
487,Sven Lehmann,Greens,335,1
493,Thomas Erndl,CSU,260,1
494,Thomas Sattelberger,FDP,1,1
494,Thomas Sattelberger,FDP,104,1
494,Thomas Sattelberger,FDP,139,2
494,Thomas Sattelberger,FDP,149,1
494,Thomas Sattelberger,FDP,283,2
494,Thomas Sattelberger,FDP,30,2
494,Thomas Sattelberger,FDP,32,1
494,Thomas Sattelberger,FDP,335,2
494,Thomas Sattelberger,FDP,467,1
494,Thomas Sattelberger,FDP,470,1
494,Thomas Sattelberger,FDP,527,1
495,Thomas Seitz,AfD,468,1
496,Frank Müller-Rosentritt,FDP,202,2
496,Frank Müller-Rosentritt,FDP,547,1
498,Thomas Bareiß,CDU,103,2
498,Thomas Bareiß,CDU,193,1
498,Thomas Bareiß,CDU,473,1
498,Thomas Bareiß,CDU,547,2
498,Thomas Bareiß,CDU,75,1
498,Thomas Bareiß,CDU,77,1
498,Thomas Bareiß,CDU,78,1
5,Achim Kessler,The Left,107,1
5,Achim Kessler,The Left,110,1
5,Achim Kessler,The Left,223,1
5,Achim Kessler,The Left,228,2
5,Achim Kessler,The Left,298,1
5,Achim Kessler,The Left,32,2
5,Achim Kessler,The Left,340,1
5,Achim Kessler,The Left,42,1
5,Achim Kessler,The Left,47,2
5,Achim Kessler,The Left,484,1
5,Achim Kessler,The Left,487,1
5,Achim Kessler,The Left,537,2
5,Achim Kessler,The Left,75,1
50,Bernd Westphal,SPD,506,1
501,Thomas Heilmann,CDU,180,1
501,Thomas Heilmann,CDU,338,1
502,Thomas Hitschler,SPD,101,4
502,Thomas Hitschler,SPD,118,2
502,Thomas Hitschler,SPD,125,1
502,Thomas Hitschler,SPD,166,4
502,Thomas Hitschler,SPD,204,1
502,Thomas Hitschler,SPD,219,1
502,Thomas Hitschler,SPD,229,2
502,Thomas Hitschler,SPD,241,1
502,Thomas Hitschler,SPD,275,2
502,Thomas Hitschler,SPD,293,1
502,Thomas Hitschler,SPD,335,7
502,Thomas Hitschler,SPD,363,2
502,Thomas Hitschler,SPD,393,2
502,Thomas Hitschler,SPD,463,1
502,Thomas Hitschler,SPD,465,1
502,Thomas Hitschler,SPD,506,1
502,Thomas Hitschler,SPD,510,1
506,Timon Gremmels,SPD,103,4
506,Timon Gremmels,SPD,106,1
506,Timon Gremmels,SPD,115,1
506,Timon Gremmels,SPD,203,1
506,Timon Gremmels,SPD,212,1
506,Timon Gremmels,SPD,227,2
506,Timon Gremmels,SPD,283,3
506,Timon Gremmels,SPD,294,1
506,Timon Gremmels,SPD,363,1
506,Timon Gremmels,SPD,397,1
506,Timon Gremmels,SPD,409,1
506,Timon Gremmels,SPD,461,2
506,Timon Gremmels,SPD,502,1
506,Timon Gremmels,SPD,74,1
508,Tino Sorge,CDU,223,1
509,Thomas Jarzombek,CDU,193,1
509,Thomas Jarzombek,CDU,310,1
509,Thomas Jarzombek,CDU,335,2
509,Thomas Jarzombek,CDU,433,2
509,Thomas Jarzombek,CDU,467,1
509,Thomas Jarzombek,CDU,480,3
509,Thomas Jarzombek,CDU,99,1
510,Tobias Lindner,Greens,101,2
510,Tobias Lindner,Greens,502,1
510,Tobias Lindner,Greens,510,1
511,Tobias Peterka,AfD,139,1
512,Markus Töns,SPD,145,1
512,Markus Töns,SPD,166,2
512,Markus Töns,SPD,352,1
512,Markus Töns,SPD,406,1
512,Markus Töns,SPD,96,1
515,Torsten Herbst,FDP,142,1
515,Torsten Herbst,FDP,398,1
515,Torsten Herbst,FDP,480,1
515,Torsten Herbst,FDP,547,2
515,Torsten Herbst,FDP,72,1
515,Torsten Herbst,FDP,78,1
518,Udo Hemmelgarn,AfD,106,1
518,Udo Hemmelgarn,AfD,139,1
518,Udo Hemmelgarn,AfD,18,2
518,Udo Hemmelgarn,AfD,202,5
518,Udo Hemmelgarn,AfD,203,4
518,Udo Hemmelgarn,AfD,228,1
518,Udo Hemmelgarn,AfD,232,3
518,Udo Hemmelgarn,AfD,255,1
518,Udo Hemmelgarn,AfD,259,2
518,Udo Hemmelgarn,AfD,260,15
518,Udo Hemmelgarn,AfD,283,4
518,Udo Hemmelgarn,AfD,3,2
518,Udo Hemmelgarn,AfD,316,1
518,Udo Hemmelgarn,AfD,335,1
518,Udo Hemmelgarn,AfD,376,1
518,Udo Hemmelgarn,AfD,406,1
518,Udo Hemmelgarn,AfD,424,1
518,Udo Hemmelgarn,AfD,426,1
518,Udo Hemmelgarn,AfD,463,1
518,Udo Hemmelgarn,AfD,468,7
518,Udo Hemmelgarn,AfD,470,1
518,Udo Hemmelgarn,AfD,503,1
518,Udo Hemmelgarn,AfD,507,1
518,Udo Hemmelgarn,AfD,524,1
518,Udo Hemmelgarn,AfD,540,1
518,Udo Hemmelgarn,AfD,59,1
518,Udo Hemmelgarn,AfD,68,1
518,Udo Hemmelgarn,AfD,75,1
518,Udo Hemmelgarn,AfD,78,1
522,Uli Grötsch,SPD,113,1
522,Uli Grötsch,SPD,139,1
522,Uli Grötsch,SPD,185,1
522,Uli Grötsch,SPD,259,1
522,Uli Grötsch,SPD,289,1
522,Uli Grötsch,SPD,364,1
522,Uli Grötsch,SPD,502,1
523,Ulla Ihnen,FDP,142,1
523,Ulla Ihnen,FDP,237,1
523,Ulla Ihnen,FDP,283,1
523,Ulla Ihnen,FDP,356,1
527,Andrew Ullmann,FDP,104,1
527,Andrew Ullmann,FDP,116,1
527,Andrew Ullmann,FDP,141,1
527,Andrew Ullmann,FDP,142,1
527,Andrew Ullmann,FDP,177,1
527,Andrew Ullmann,FDP,189,1
527,Andrew Ullmann,FDP,232,2
527,Andrew Ullmann,FDP,260,5
527,Andrew Ullmann,FDP,282,1
527,Andrew Ullmann,FDP,288,1
527,Andrew Ullmann,FDP,316,1
527,Andrew Ullmann,FDP,398,2
527,Andrew Ullmann,FDP,503,1
527,Andrew Ullmann,FDP,63,1
53,Bettina Hoffmann,Greens,283,1
53,Bettina Hoffmann,Greens,41,1
53,Bettina Hoffmann,Greens,486,1
530,Ulrich Lechte,FDP,288,1
532,Ute Vogt,SPD,245,1
534,Uwe Schulz,AfD,232,1
536,Uwe Kekeritz,Greens,177,1
536,Uwe Kekeritz,Greens,409,2
537,Victor Perli,The Left,139,1
537,Victor Perli,The Left,143,2
537,Victor Perli,The Left,298,1
537,Victor Perli,The Left,99,1
539,Kathrin Vogler,The Left,117,1
539,Kathrin Vogler,The Left,203,1
539,Kathrin Vogler,The Left,208,1
539,Kathrin Vogler,The Left,209,2
539,Kathrin Vogler,The Left,223,2
539,Kathrin Vogler,The Left,228,2
539,Kathrin Vogler,The Left,259,1
539,Kathrin Vogler,The Left,323,1
539,Kathrin Vogler,The Left,385,13
539,Kathrin Vogler,The Left,399,4
539,Kathrin Vogler,The Left,40,1
539,Kathrin Vogler,The Left,402,1
539,Kathrin Vogler,The Left,47,3
539,Kathrin Vogler,The Left,487,1
539,Kathrin Vogler,The Left,84,1
547,Marco Wanderwitz,CDU,104,1
547,Marco Wanderwitz,CDU,139,2
547,Marco Wanderwitz,CDU,166,1
547,Marco Wanderwitz,CDU,177,2
547,Marco Wanderwitz,CDU,182,5
547,Marco Wanderwitz,CDU,237,3
547,Marco Wanderwitz,CDU,250,2
547,Marco Wanderwitz,CDU,256,1
547,Marco Wanderwitz,CDU,295,2
547,Marco Wanderwitz,CDU,316,1
547,Marco Wanderwitz,CDU,363,3
547,Marco Wanderwitz,CDU,373,4
547,Marco Wanderwitz,CDU,399,5
547,Marco Wanderwitz,CDU,437,1
547,Marco Wanderwitz,CDU,459,1
547,Marco Wanderwitz,CDU,461,1
547,Marco Wanderwitz,CDU,473,1
547,Marco Wanderwitz,CDU,476,1
547,Marco Wanderwitz,CDU,479,3
547,Marco Wanderwitz,CDU,480,5
547,Marco Wanderwitz,CDU,481,2
547,Marco Wanderwitz,CDU,496,2
547,Marco Wanderwitz,CDU,508,1
547,Marco Wanderwitz,CDU,515,3
547,Marco Wanderwitz,CDU,526,1
547,Marco Wanderwitz,CDU,59,1
547,Marco Wanderwitz,CDU,82,2
547,Marco Wanderwitz,CDU,98,1
553,Wieland Schinnenburg,FDP,146,2
553,Wieland Schinnenburg,FDP,149,1
553,Wieland Schinnenburg,FDP,215,1
553,Wieland Schinnenburg,FDP,295,1
553,Wieland Schinnenburg,FDP,323,1
553,Wieland Schinnenburg,FDP,383,1
553,Wieland Schinnenburg,FDP,428,1
56,Mario Brandenburg,FDP,141,1
56,Mario Brandenburg,FDP,215,1
56,Mario Brandenburg,FDP,259,1
56,Mario Brandenburg,FDP,318,1
56,Mario Brandenburg,FDP,502,1
59,Britta Haßelmann,Greens,10,1
59,Britta Haßelmann,Greens,115,1
59,Britta Haßelmann,Greens,184,2
59,Britta Haßelmann,Greens,252,1
59,Britta Haßelmann,Greens,264,1
59,Britta Haßelmann,Greens,309,1
59,Britta Haßelmann,Greens,316,1
59,Britta Haßelmann,Greens,323,2
59,Britta Haßelmann,Greens,525,1
59,Britta Haßelmann,Greens,77,1
59,Britta Haßelmann,Greens,78,1
6,AfD,AfD,106,1
6,AfD,AfD,266,2
6,AfD,AfD,290,1
6,AfD,AfD,385,1
6,AfD,AfD,424,1
6,AfD,AfD,430,1
6,AfD,AfD,464,2
6,AfD,AfD,468,1
6,AfD,AfD,75,1
62,Benjamin Strasser,FDP,221,1
62,Benjamin Strasser,FDP,283,1
62,Benjamin Strasser,FDP,284,1
62,Benjamin Strasser,FDP,296,1
62,Benjamin Strasser,FDP,316,1
62,Benjamin Strasser,FDP,331,4
62,Benjamin Strasser,FDP,385,1
63,Sandra Bubendorfer-Licht,FDP,527,1
63,Sandra Bubendorfer-Licht,FDP,62,1
66,Christoph Bernstiel,CDU,75,1
67,Christian Jung,FDP,139,1
67,Christian Jung,FDP,149,3
67,Christian Jung,FDP,151,1
67,Christian Jung,FDP,179,1
67,Christian Jung,FDP,189,1
67,Christian Jung,FDP,283,1
67,Christian Jung,FDP,335,1
67,Christian Jung,FDP,356,1
67,Christian Jung,FDP,426,2
67,Christian Jung,FDP,428,1
67,Christian Jung,FDP,433,2
67,Christian Jung,FDP,459,1
67,Christian Jung,FDP,68,1
67,Christian Jung,FDP,78,1
68,Christian Lindner,FDP,139,2
68,Christian Lindner,FDP,385,1
68,Christian Lindner,FDP,453,1
68,Christian Lindner,FDP,56,1
69,Christine Aschenberg-Dugnus,FDP,282,1
7,AfD Bundestag,AfD,312,1
7,AfD Bundestag,AfD,411,1
7,AfD Bundestag,AfD,442,1
70,Cansel Kiziltepe,SPD,548,1
71,Caren Lay,The Left,15,2
71,Caren Lay,The Left,361,1
71,Caren Lay,The Left,385,5
72,Carina Konrad,FDP,129,2
72,Carina Konrad,FDP,149,1
72,Carina Konrad,FDP,356,1
72,Carina Konrad,FDP,380,1
72,Carina Konrad,FDP,398,2
72,Carina Konrad,FDP,68,2
74,Carsten Träger,SPD,101,1
74,Carsten Träger,SPD,506,1
75,CDU,CDU,107,1
75,CDU,CDU,139,1
75,CDU,CDU,198,2
75,CDU,CDU,215,1
75,CDU,CDU,228,1
75,CDU,CDU,406,6
75,CDU,CDU,441,1
75,CDU,CDU,463,1
75,CDU,CDU,68,1
77,CDU CSU Bundestag,CDU,281,2
77,CDU CSU Bundestag,CDU,338,1
77,CDU CSU Bundestag,CDU,426,2
77,CDU CSU Bundestag,CDU,479,2
77,CDU CSU Bundestag,CDU,493,1
77,CDU CSU Bundestag,CDU,504,1
78,Cem Özdemir,Greens,110,2
78,Cem Özdemir,Greens,131,2
78,Cem Özdemir,Greens,177,1
78,Cem Özdemir,Greens,193,2
78,Cem Özdemir,Greens,256,1
78,Cem Özdemir,Greens,306,1
78,Cem Özdemir,Greens,309,1
78,Cem Özdemir,Greens,335,1
78,Cem Özdemir,Greens,337,1
78,Cem Özdemir,Greens,398,1
78,Cem Özdemir,Greens,480,1
78,Cem Özdemir,Greens,492,1
78,Cem Özdemir,Greens,59,1
78,Cem Özdemir,Greens,68,1
79,Christine Buchholz,The Left,107,1
79,Christine Buchholz,The Left,298,2
8,Stephan Protschka,AfD,175,1
8,Stephan Protschka,AfD,18,1
8,Stephan Protschka,AfD,185,1
8,Stephan Protschka,AfD,203,1
8,Stephan Protschka,AfD,260,1
8,Stephan Protschka,AfD,3,1
8,Stephan Protschka,AfD,316,1
8,Stephan Protschka,AfD,335,2
8,Stephan Protschka,AfD,338,3
8,Stephan Protschka,AfD,414,1
8,Stephan Protschka,AfD,446,1
8,Stephan Protschka,AfD,468,2
8,Stephan Protschka,AfD,48,1
8,Stephan Protschka,AfD,507,1
8,Stephan Protschka,AfD,68,2
82,Christian Kühn,Greens,203,1
82,Christian Kühn,Greens,547,1
83,Christian Dürr,FDP,205,1
83,Christian Dürr,FDP,409,1
85,Christian Lange,SPD,275,1
85,Christian Lange,SPD,434,1
86,Christoph Ploß,CDU,176,1
86,Christoph Ploß,CDU,222,2
86,Christoph Ploß,CDU,473,1
87,Christian Wirth,AfD,395,1
87,Christian Wirth,AfD,62,1
9,Grigorios Aggelidis,FDP,260,1
9,Grigorios Aggelidis,FDP,283,1
9,Grigorios Aggelidis,FDP,377,1
9,Grigorios Aggelidis,FDP,68,3
90,Cornelia Möhring,The Left,107,1
90,Cornelia Möhring,The Left,117,1
90,Cornelia Möhring,The Left,143,1
90,Cornelia Möhring,The Left,168,2
90,Cornelia Möhring,The Left,298,1
90,Cornelia Möhring,The Left,32,2
90,Cornelia Möhring,The Left,385,3
90,Cornelia Möhring,The Left,47,2
90,Cornelia Möhring,The Left,484,2
90,Cornelia Möhring,The Left,487,1
93,Corinna Rüffer,Greens,10,1
96,Dagmar Freitag,SPD,166,1
96,Dagmar Freitag,SPD,229,1
96,Dagmar Freitag,SPD,24,1
96,Dagmar Freitag,SPD,250,1
96,Dagmar Freitag,SPD,290,1
96,Dagmar Freitag,SPD,393,1
96,Dagmar Freitag,SPD,4,1
96,Dagmar Freitag,SPD,506,2
97,Daniela Kluckert,FDP,142,1
97,Daniela Kluckert,FDP,428,1
97,Daniela Kluckert,FDP,480,1
97,Daniela Kluckert,FDP,72,1
98,Daniela Kolbe,SPD,139,1
98,Daniela Kolbe,SPD,395,1
98,Daniela Kolbe,SPD,517,1
99,Daniela Ludwig,CSU,103,3
99,Daniela Ludwig,CSU,115,1
99,Daniela Ludwig,CSU,119,5
99,Daniela Ludwig,CSU,193,4
99,Daniela Ludwig,CSU,335,1
99,Daniela Ludwig,CSU,338,1
99,Daniela Ludwig,CSU,385,11
99,Daniela Ludwig,CSU,473,1
99,Daniela Ludwig,CSU,480,1
99,Daniela Ludwig,CSU,509,2
