target_screen_name,target_party,target,source,source_party,label,weight
dieLinke,The Left,107,524,The Left,Ulla Jelpke,1
dieLinke,The Left,107,537,The Left,Victor Perli,4
dieLinke,The Left,107,539,The Left,Kathrin Vogler,6
dieLinke,The Left,107,555,The Left,Zaklin Nastic,1
dieLinke,The Left,107,556,The Left,Hubertus Zdebel,1
dieLinke,The Left,107,71,The Left,Caren Lay,5
dieLinke,The Left,107,79,The Left,Christine Buchholz,5
dieLinke,The Left,107,90,The Left,Cornelia Möhring,5
dieschmidt,SPD,108,52,SPD,Bettina Müller,5
Diether_Dehm,The Left,109,109,The Left,Diether Dehm,13
Diether_Dehm,The Left,109,15,The Left,Alexander Neu,5
Diether_Dehm,The Left,109,200,The Left,Heike Hänsel,1
Diether_Dehm,The Left,109,22,The Left,Andreas Wagner (politician),6
Diether_Dehm,The Left,109,251,The Left,Jutta Krellmann,1
Diether_Dehm,The Left,109,28,The Left,Andrej Hunko,10
Diether_Dehm,The Left,109,298,The Left,Die Linke Bundestag,27
Diether_Dehm,The Left,109,375,The Left,Matthias W. Birkwald,1
Diether_Dehm,The Left,109,402,The Left,Pascal Meiser,1
Diether_Dehm,The Left,109,539,The Left,Kathrin Vogler,1
Diether_Dehm,The Left,109,555,The Left,Zaklin Nastic,20
DietmarBartsch,The Left,110,107,The Left,Die Linke,172
DietmarBartsch,The Left,110,109,The Left,Diether Dehm,2
DietmarBartsch,The Left,110,11,The Left,Gökay Akbulut,1
DietmarBartsch,The Left,110,137,The Left,Klaus Ernst,5
DietmarBartsch,The Left,110,143,The Left,Fabio De Masi,3
DietmarBartsch,The Left,110,15,The Left,Alexander Neu,3
DietmarBartsch,The Left,110,162,SPD,Frank Schwabe,1
DietmarBartsch,The Left,110,168,The Left,Friedrich Straetmanns,13
DietmarBartsch,The Left,110,179,The Left,Gregor Gysi,6
DietmarBartsch,The Left,110,200,The Left,Heike Hänsel,2
DietmarBartsch,The Left,110,207,The Left,Evrim Sommer,4
DietmarBartsch,The Left,110,21,The Left,Amira Mohamed Ali,26
DietmarBartsch,The Left,110,22,The Left,Andreas Wagner (politician),31
DietmarBartsch,The Left,110,223,The Left,Jan Korte,4
DietmarBartsch,The Left,110,251,The Left,Jutta Krellmann,4
DietmarBartsch,The Left,110,266,The Left,Katja Kipping,1
DietmarBartsch,The Left,110,270,The Left,Katrin Werner,16
DietmarBartsch,The Left,110,279,The Left,Kirsten Tackmann,2
DietmarBartsch,The Left,110,28,The Left,Andrej Hunko,6
DietmarBartsch,The Left,110,294,The Left,Lorenz Gösta Beutin,7
DietmarBartsch,The Left,110,297,The Left,Sören Pellmann,47
DietmarBartsch,The Left,110,298,The Left,Die Linke Bundestag,543
DietmarBartsch,The Left,110,300,The Left,Gesine Lötzsch,10
DietmarBartsch,The Left,110,344,The Left,Eva Schreiber,1
DietmarBartsch,The Left,110,361,The Left,Michel Brandt,1
DietmarBartsch,The Left,110,375,The Left,Matthias W. Birkwald,10
DietmarBartsch,The Left,110,382,The Left,Nicole Gohlke,2
DietmarBartsch,The Left,110,402,The Left,Pascal Meiser,10
DietmarBartsch,The Left,110,416,The Left,Petra Sitte,31
DietmarBartsch,The Left,110,417,The Left,Petra Pau,6
DietmarBartsch,The Left,110,448,The Left,Simone Barrientos,3
DietmarBartsch,The Left,110,455,The Left,Sevim Dağdelen,1
DietmarBartsch,The Left,110,47,The Left,Stefan Liebich,7
DietmarBartsch,The Left,110,484,The Left,Susanne Ferschl,10
DietmarBartsch,The Left,110,5,The Left,Achim Kessler,5
DietmarBartsch,The Left,110,537,The Left,Victor Perli,3
DietmarBartsch,The Left,110,555,The Left,Zaklin Nastic,4
DietmarBartsch,The Left,110,90,The Left,Cornelia Möhring,5
DirkSpaniel,AfD,112,159,AfD,Frank Pasemann,1
DirkSpaniel,AfD,112,422,AfD,Lothar Maier,1
DirkSpaniel,AfD,112,451,AfD,Jörg Schneider,1
DirkSpaniel,AfD,112,518,AfD,Udo Hemmelgarn,4
DirkWieseSPD,SPD,113,101,SPD,Dennis Rohde,1
DirkWieseSPD,SPD,113,162,SPD,Frank Schwabe,1
DirkWieseSPD,SPD,113,166,SPD,Fritz Felgentreu,1
DirkWieseSPD,SPD,113,215,SPD,Hubertus Heil,1
DirkWieseSPD,SPD,113,219,SPD,Isabel Mackensen-Geis,1
DirkWieseSPD,SPD,113,267,SPD,Katja Mast,3
DirkWieseSPD,SPD,113,280,SPD,Klaus Mindrup,1
DirkWieseSPD,SPD,113,290,SPD,Lars Klingbeil,1
DirkWieseSPD,SPD,113,293,SPD,Leni Breymaier,1
DirkWieseSPD,SPD,113,304,SPD,Marianne Schieder,2
DirkWieseSPD,SPD,113,333,SPD,Martin Rosemann,11
DirkWieseSPD,SPD,113,363,SPD,Michael Roth,2
DirkWieseSPD,SPD,113,373,SPD,Detlef Müller,2
DirkWieseSPD,SPD,113,386,SPD,Nils Schmid,3
DirkWieseSPD,SPD,113,392,SPD,Mahmut Özdemir,2
DirkWieseSPD,SPD,113,452,SPD,Carsten Schneider,3
DirkWieseSPD,SPD,113,454,SPD,Sebastian Hartmann,2
DirkWieseSPD,SPD,113,457,SPD,Siemtje Möller,2
DirkWieseSPD,SPD,113,463,SPD,SPD Bundestag,37
DirkWieseSPD,SPD,113,464,SPD,SPD,9
DirkWieseSPD,SPD,113,502,SPD,Thomas Hitschler,5
DirkWieseSPD,SPD,113,512,SPD,Markus Töns,1
DirkWieseSPD,SPD,113,522,SPD,Uli Grötsch,3
DirkWieseSPD,SPD,113,526,SPD,Ulli Nissen,2
DirkWieseSPD,SPD,113,96,SPD,Dagmar Freitag,9
dittmarsabine,SPD,114,463,SPD,SPD Bundestag,8
dittmarsabine,SPD,114,464,SPD,SPD,2
dittmarsabine,SPD,114,52,SPD,Bettina Müller,4
dittmarsabine,SPD,114,522,SPD,Uli Grötsch,1
dittmarsabine,SPD,114,526,SPD,Ulli Nissen,1
DJanecek,Greens,115,100,Greens,Daniela Wagner,1
DJanecek,Greens,115,106,Greens,Die Gruenen,1
DJanecek,Greens,115,115,Greens,Dieter Janecek,1
DJanecek,Greens,115,131,Greens,Ekin Deligöz,2
DJanecek,Greens,115,136,Greens,Erhard Grundl,3
DJanecek,Greens,115,177,Greens,Katrin Göring-Eckardt,2
DJanecek,Greens,115,182,Greens,Claudia Müller,5
DJanecek,Greens,115,183,Greens,Beate Müller-Gemmeke,1
DJanecek,Greens,115,184,Greens,Die Gruenen Bundestag,7
DJanecek,Greens,115,217,Greens,Ingrid Nestle,5
DJanecek,Greens,115,218,Greens,Irene Mihalic,1
DJanecek,Greens,115,252,Greens,Kordula Schulz-Asche,5
DJanecek,Greens,115,256,Greens,Kai Gehring[210],1
DJanecek,Greens,115,263,Greens,Katharina Dröge,1
DJanecek,Greens,115,284,Greens,Konstantin von Notz,1
DJanecek,Greens,115,299,Greens,Lisa Paus,2
DJanecek,Greens,115,3,Greens,Annalena Baerbock,1
DJanecek,Greens,115,304,SPD,Marianne Schieder,1
DJanecek,Greens,115,309,Greens,Manuela Rottmann,2
DJanecek,Greens,115,33,Greens,Anna Christmann,3
DJanecek,Greens,115,335,FDP,Marie-Agnes Strack-Zimmermann,1
DJanecek,Greens,115,365,Greens,Monika Lazar,1
DJanecek,Greens,115,398,FDP,Oliver Luksic,1
DJanecek,Greens,115,430,Greens,Renate Künast,1
DJanecek,Greens,115,461,SPD,Sören Bartol,2
DJanecek,Greens,115,47,The Left,Stefan Liebich,1
DJanecek,Greens,115,486,Greens,Sven-Christian Kindler,1
DJanecek,Greens,115,517,CDU,Tankred Schipanski,1
DJanecek,Greens,115,53,Greens,Bettina Hoffmann,3
DJanecek,Greens,115,545,Greens,Wolfgang Strengmann-Kuhn,1
DJanecek,Greens,115,547,CDU,Marco Wanderwitz,1
DJanecek,Greens,115,78,Greens,Cem Özdemir,9
DjirSarai,FDP,116,142,FDP,Frank Schäffler,1
DjirSarai,FDP,116,147,FDP,FDP,6
DjirSarai,FDP,116,149,FDP,FDP Bundestag,16
DjirSarai,FDP,116,17,FDP,Alexander Müller,2
DjirSarai,FDP,116,189,FDP,Gyde Jensen,1
DjirSarai,FDP,116,212,FDP,Christoph Hoffmann,1
DjirSarai,FDP,116,237,FDP,Johannes Vogel,2
DjirSarai,FDP,116,253,FDP,Katharina Willkomm,1
DjirSarai,FDP,116,271,FDP,Katrin Helling-Plahr,1
DjirSarai,FDP,116,283,FDP,Konstantin Kuhle,2
DjirSarai,FDP,116,296,FDP,Linda Teuteberg,1
DjirSarai,FDP,116,335,FDP,Marie-Agnes Strack-Zimmermann,2
DjirSarai,FDP,116,394,FDP,Olaf in der Beek,27
DjirSarai,FDP,116,398,FDP,Oliver Luksic,2
DjirSarai,FDP,116,399,FDP,Otto Fricke,1
DjirSarai,FDP,116,413,FDP,Peter Heidt,1
DjirSarai,FDP,116,428,FDP,Hagen Reinhold,9
DjirSarai,FDP,116,429,FDP,Renata Alt,4
DjirSarai,FDP,116,446,FDP,Sandra Weeser,3
DjirSarai,FDP,116,527,FDP,Andrew Ullmann,2
DjirSarai,FDP,116,60,FDP,Britta Dassler,1
DjirSarai,FDP,116,62,FDP,Benjamin Strasser,1
DjirSarai,FDP,116,67,FDP,Christian Jung,2
DjirSarai,FDP,116,83,FDP,Christian Dürr,1
DjirSarai,FDP,116,97,FDP,Daniela Kluckert,4
DorisAchelwilm,The Left,117,107,The Left,Die Linke,4
DorisAchelwilm,The Left,117,11,The Left,Gökay Akbulut,1
DorisAchelwilm,The Left,117,136,Greens,Erhard Grundl,1
DorisAchelwilm,The Left,117,168,The Left,Friedrich Straetmanns,6
DorisAchelwilm,The Left,117,207,The Left,Evrim Sommer,1
DorisAchelwilm,The Left,117,21,The Left,Amira Mohamed Ali,1
DorisAchelwilm,The Left,117,279,The Left,Kirsten Tackmann,3
DorisAchelwilm,The Left,117,294,The Left,Lorenz Gösta Beutin,3
DorisAchelwilm,The Left,117,298,The Left,Die Linke Bundestag,64
DorisAchelwilm,The Left,117,300,The Left,Gesine Lötzsch,1
DorisAchelwilm,The Left,117,32,The Left,Anke Domscheit-Berg,1
DorisAchelwilm,The Left,117,340,The Left,Matthias Höhn,1
DorisAchelwilm,The Left,117,382,The Left,Nicole Gohlke,1
DorisAchelwilm,The Left,117,385,The Left,Niema Movassat,2
DorisAchelwilm,The Left,117,416,The Left,Petra Sitte,1
DorisAchelwilm,The Left,117,444,The Left,Sabine Leidig,1
DorisAchelwilm,The Left,117,448,The Left,Simone Barrientos,5
DorisAchelwilm,The Left,117,486,Greens,Sven-Christian Kindler,1
DorisAchelwilm,The Left,117,539,The Left,Kathrin Vogler,1
DorisAchelwilm,The Left,117,71,The Left,Caren Lay,1
DorisAchelwilm,The Left,117,90,The Left,Cornelia Möhring,17
Doro_Martin,SPD,118,113,SPD,Dirk Wiese,1
Doro_Martin,SPD,118,239,SPD,Josephine Ortleb,1
Doro_Martin,SPD,118,333,SPD,Martin Rosemann,2
Doro_Martin,SPD,118,352,SPD,Metin Hakverdi,1
Doro_Martin,SPD,118,386,SPD,Nils Schmid,1
Doro_Martin,SPD,118,461,SPD,Sören Bartol,2
Doro_Martin,SPD,118,463,SPD,SPD Bundestag,11
Doro_Martin,SPD,118,464,SPD,SPD,6
Doro_Martin,SPD,118,522,SPD,Uli Grötsch,1
Doro_Martin,SPD,118,532,SPD,Ute Vogt,1
DoroBaer,CSU,119,123,CDU,Andreas Nick,1
DoroBaer,CSU,119,195,CSU,Hansjörg Durz,1
DoroBaer,CSU,119,198,CDU,Helge Braun,1
DoroBaer,CSU,119,241,CDU,Johannes Steiniger,1
DoroBaer,CSU,119,253,FDP,Katharina Willkomm,1
DoroBaer,CSU,119,26,CSU,Andreas Scheuer,2
DoroBaer,CSU,119,27,CDU,Andreas Steier,2
DoroBaer,CSU,119,324,CDU,Marian Wendt,1
DoroBaer,CSU,119,371,CDU,Sepp Müller,2
DoroBaer,CSU,119,408,CDU,Peter Stein,1
DoroBaer,CSU,119,437,CDU,Roderich Kiesewetter,1
DoroBaer,CSU,119,459,CSU,Stefan Müller,3
DoroBaer,CSU,119,498,CDU,Thomas Bareiß,1
DoroBaer,CSU,119,509,CDU,Thomas Jarzombek,1
DoroBaer,CSU,119,517,CDU,Tankred Schipanski,3
DoroBaer,CSU,119,547,CDU,Marco Wanderwitz,3
DoroBaer,CSU,119,77,CDU,CDU CSU Bundestag,4
DoroBaer,CSU,119,84,CDU,Christian Hirte,1
DoroBaer,CSU,119,85,SPD,Christian Lange,1
Dr_Rainer_Kraft,AfD,120,247,AfD,Jürgen Braun,11
Dr_Rainer_Kraft,AfD,120,451,AfD,Jörg Schneider,1
Dr_Rainer_Kraft,AfD,120,468,AfD,Stephan Brandner,4
Dr_Rainer_Kraft,AfD,120,518,AfD,Udo Hemmelgarn,12
Dr_Roy_Kuehne,CDU,121,77,CDU,CDU CSU Bundestag,1
DrAndreasNick,CDU,123,123,CDU,Andreas Nick,4
DrAndreasNick,CDU,123,138,CDU,Erwin Rüddel,2
DrAndreasNick,CDU,123,157,SPD,Florian Pronold,1
DrAndreasNick,CDU,123,162,SPD,Frank Schwabe,1
DrAndreasNick,CDU,123,166,SPD,Fritz Felgentreu,1
DrAndreasNick,CDU,123,208,CDU,Heribert Hirte,2
DrAndreasNick,CDU,123,241,CDU,Johannes Steiniger,1
DrAndreasNick,CDU,123,333,SPD,Martin Rosemann,1
DrAndreasNick,CDU,123,338,CDU,Matthias Hauer,1
DrAndreasNick,CDU,123,354,CDU,Michael Grosse-Brömer,1
DrAndreasNick,CDU,123,376,CDU,Norbert Röttgen,4
DrAndreasNick,CDU,123,406,CDU,Paul Ziemiak,1
DrAndreasNick,CDU,123,437,CDU,Roderich Kiesewetter,7
DrAndreasNick,CDU,123,454,SPD,Sebastian Hartmann,1
DrAndreasNick,CDU,123,479,CDU,Sebastian Steineke,1
DrAndreasNick,CDU,123,517,CDU,Tankred Schipanski,1
DrAndreasNick,CDU,123,77,CDU,CDU CSU Bundestag,21
DrJoeWeingarten,SPD,125,463,SPD,SPD Bundestag,2
DrJoeWeingarten,SPD,125,502,SPD,Thomas Hitschler,2
DrMEspendiller,AfD,127,127,AfD,Michael Espendiller,2
DrMEspendiller,AfD,127,232,AfD,Joana Cotar,3
DrMEspendiller,AfD,127,343,AfD,Rüdiger Lucassen,1
DrMEspendiller,AfD,127,431,AfD,René Springer,2
DrMEspendiller,AfD,127,432,AfD,Martin Renner,3
DrMEspendiller,AfD,127,45,AfD,Beatrix von Storch,1
DrMEspendiller,AfD,127,451,AfD,Jörg Schneider,11
DrMEspendiller,AfD,127,499,AfD,Thomas Ehrhorn,1
DrMEspendiller,AfD,127,518,AfD,Udo Hemmelgarn,4
DrMEspendiller,AfD,127,6,AfD,AfD,4
ebner_sha,Greens,129,430,Greens,Renate Künast,1
edrossmann,SPD,130,333,SPD,Martin Rosemann,2
edrossmann,SPD,130,345,SPD,Ulrike Bahr,1
edrossmann,SPD,130,374,CDU,Michael von Abercron,1
edrossmann,SPD,130,384,SPD,Niels Annen,1
edrossmann,SPD,130,463,SPD,SPD Bundestag,5
ekindeligoez,Greens,131,106,Greens,Die Gruenen,1
ekindeligoez,Greens,131,115,Greens,Dieter Janecek,5
ekindeligoez,Greens,131,131,Greens,Ekin Deligöz,1
ekindeligoez,Greens,131,136,Greens,Erhard Grundl,7
ekindeligoez,Greens,131,177,Greens,Katrin Göring-Eckardt,3
ekindeligoez,Greens,131,182,Greens,Claudia Müller,5
ekindeligoez,Greens,131,184,Greens,Die Gruenen Bundestag,7
ekindeligoez,Greens,131,256,Greens,Kai Gehring[210],5
ekindeligoez,Greens,131,263,Greens,Katharina Dröge,2
ekindeligoez,Greens,131,264,Greens,Katja Dörner,3
ekindeligoez,Greens,131,265,Greens,Katja Keul,1
ekindeligoez,Greens,131,299,Greens,Lisa Paus,1
ekindeligoez,Greens,131,3,Greens,Annalena Baerbock,5
ekindeligoez,Greens,131,309,Greens,Manuela Rottmann,10
ekindeligoez,Greens,131,321,Greens,Margarete Bause,1
ekindeligoez,Greens,131,322,Greens,Margit Stumpp,1
ekindeligoez,Greens,131,323,Greens,Maria Klein-Schmeink,3
ekindeligoez,Greens,131,326,Greens,Markus Kurth,1
ekindeligoez,Greens,131,365,Greens,Monika Lazar,1
ekindeligoez,Greens,131,399,FDP,Otto Fricke,1
ekindeligoez,Greens,131,430,Greens,Renate Künast,3
ekindeligoez,Greens,131,450,Greens,Stefan Schmidt,2
ekindeligoez,Greens,131,469,Greens,Stefan Gelbhaar,1
ekindeligoez,Greens,131,486,Greens,Sven-Christian Kindler,3
ekindeligoez,Greens,131,487,Greens,Sven Lehmann,2
ekindeligoez,Greens,131,510,Greens,Tobias Lindner,1
ekindeligoez,Greens,131,536,Greens,Uwe Kekeritz,1
ekindeligoez,Greens,131,545,Greens,Wolfgang Strengmann-Kuhn,4
ekindeligoez,Greens,131,78,Greens,Cem Özdemir,1
ElisabethMotsc1,CDU,132,123,CDU,Andreas Nick,1
ElisabethMotsc1,CDU,132,228,CDU,Jens Spahn,1
ElisabethMotsc1,CDU,132,351,CDU,Michael Meister,1
ElisabethMotsc1,CDU,132,371,CDU,Sepp Müller,1
ElisabethMotsc1,CDU,132,376,CDU,Norbert Röttgen,3
ElisabethMotsc1,CDU,132,437,CDU,Roderich Kiesewetter,1
ElisabethMotsc1,CDU,132,77,CDU,CDU CSU Bundestag,7
ElsnervonGronow,AfD,134,134,AfD,Berengar Elsner von Gronow,1
ElsnervonGronow,AfD,134,175,AfD,Gerold Otten,1
ElsnervonGronow,AfD,134,185,AfD,Götz Frömming,3
ElsnervonGronow,AfD,134,424,AfD,Roland Hartwig,1
ElsnervonGronow,AfD,134,432,AfD,Martin Renner,106
ElsnervonGronow,AfD,134,451,AfD,Jörg Schneider,121
ElsnervonGronow,AfD,134,518,AfD,Udo Hemmelgarn,3
ElsnervonGronow,AfD,134,534,AfD,Uwe Schulz,1
ElsnervonGronow,AfD,134,550,AfD,Uwe Witt,10
Erhard_Grundl,Greens,136,10,Greens,Agnieszka Brugger,1
Erhard_Grundl,Greens,136,115,Greens,Dieter Janecek,3
Erhard_Grundl,Greens,136,131,Greens,Ekin Deligöz,1
Erhard_Grundl,Greens,136,136,Greens,Erhard Grundl,2
Erhard_Grundl,Greens,136,177,Greens,Katrin Göring-Eckardt,1
Erhard_Grundl,Greens,136,184,Greens,Die Gruenen Bundestag,1
Erhard_Grundl,Greens,136,264,Greens,Katja Dörner,2
Erhard_Grundl,Greens,136,278,Greens,Kirsten Kappert-Gonther,3
Erhard_Grundl,Greens,136,299,Greens,Lisa Paus,2
Erhard_Grundl,Greens,136,3,Greens,Annalena Baerbock,2
Erhard_Grundl,Greens,136,322,Greens,Margit Stumpp,3
Erhard_Grundl,Greens,136,365,Greens,Monika Lazar,1
Erhard_Grundl,Greens,136,476,Greens,Steffi Lemke,1
Erhard_Grundl,Greens,136,545,Greens,Wolfgang Strengmann-Kuhn,2
Erhard_Grundl,Greens,136,59,Greens,Britta Haßelmann,1
Erhard_Grundl,Greens,136,78,Greens,Cem Özdemir,1
ernst_klaus,The Left,137,137,The Left,Klaus Ernst,1
ernst_klaus,The Left,137,143,The Left,Fabio De Masi,1
ernst_klaus,The Left,137,22,The Left,Andreas Wagner (politician),9
ernst_klaus,The Left,137,294,The Left,Lorenz Gösta Beutin,2
ernst_klaus,The Left,137,298,The Left,Die Linke Bundestag,49
ernst_klaus,The Left,137,402,The Left,Pascal Meiser,2
ernst_klaus,The Left,137,416,The Left,Petra Sitte,3
ernst_klaus,The Left,137,455,The Left,Sevim Dağdelen,1
ernst_klaus,The Left,137,47,The Left,Stefan Liebich,1
ernst_klaus,The Left,137,484,The Left,Susanne Ferschl,4
Erwin_Rueddel,CDU,138,123,CDU,Andreas Nick,1
Erwin_Rueddel,CDU,138,138,CDU,Erwin Rüddel,1
Erwin_Rueddel,CDU,138,174,CDU,Gero Storjohann,1
Erwin_Rueddel,CDU,138,208,CDU,Heribert Hirte,1
Erwin_Rueddel,CDU,138,241,CDU,Johannes Steiniger,1
Erwin_Rueddel,CDU,138,27,CDU,Andreas Steier,1
Erwin_Rueddel,CDU,138,498,CDU,Thomas Bareiß,1
Erwin_Rueddel,CDU,138,517,CDU,Tankred Schipanski,2
Erwin_Rueddel,CDU,138,69,FDP,Christine Aschenberg-Dugnus,1
Erwin_Rueddel,CDU,138,77,CDU,CDU CSU Bundestag,31
EskenSaskia,SPD,139,130,SPD,Ernst Dieter Rossmann,1
EskenSaskia,SPD,139,139,SPD,Saskia Esken,1
EskenSaskia,SPD,139,149,FDP,FDP Bundestag,1
EskenSaskia,SPD,139,156,SPD,Florian Post,2
EskenSaskia,SPD,139,166,SPD,Fritz Felgentreu,1
EskenSaskia,SPD,139,209,SPD,Hilde Mattheis,1
EskenSaskia,SPD,139,236,SPD,Johann Saathoff,1
EskenSaskia,SPD,139,239,SPD,Josephine Ortleb,1
EskenSaskia,SPD,139,243,SPD,Johannes Schraps,1
EskenSaskia,SPD,139,251,The Left,Jutta Krellmann,1
EskenSaskia,SPD,139,259,SPD,Karamba Diaby,1
EskenSaskia,SPD,139,267,SPD,Katja Mast,1
EskenSaskia,SPD,139,286,SPD,Elvan Korkmaz,3
EskenSaskia,SPD,139,290,SPD,Lars Klingbeil,3
EskenSaskia,SPD,139,293,SPD,Leni Breymaier,3
EskenSaskia,SPD,139,304,SPD,Marianne Schieder,1
EskenSaskia,SPD,139,32,The Left,Anke Domscheit-Berg,2
EskenSaskia,SPD,139,333,SPD,Martin Rosemann,20
EskenSaskia,SPD,139,364,SPD,Michael Schrodi,1
EskenSaskia,SPD,139,384,SPD,Niels Annen,1
EskenSaskia,SPD,139,386,SPD,Nils Schmid,1
EskenSaskia,SPD,139,393,SPD,Aydan Özoğuz,1
EskenSaskia,SPD,139,42,SPD,Bärbel Bas,2
EskenSaskia,SPD,139,434,SPD,Rita Schwarzelühr-Sutter,1
EskenSaskia,SPD,139,454,SPD,Sebastian Hartmann,2
EskenSaskia,SPD,139,457,SPD,Siemtje Möller,1
EskenSaskia,SPD,139,460,SPD,Sönke Rix,1
EskenSaskia,SPD,139,463,SPD,SPD Bundestag,43
EskenSaskia,SPD,139,464,SPD,SPD,125
EskenSaskia,SPD,139,465,SPD,Svenja Stadler,5
EskenSaskia,SPD,139,483,SPD,Mathias Stein,1
EskenSaskia,SPD,139,518,AfD,Udo Hemmelgarn,1
EskenSaskia,SPD,139,52,SPD,Bettina Müller,3
EskenSaskia,SPD,139,522,SPD,Uli Grötsch,18
EskenSaskia,SPD,139,526,SPD,Ulli Nissen,1
EskenSaskia,SPD,139,532,SPD,Ute Vogt,4
EskenSaskia,SPD,139,555,The Left,Zaklin Nastic,1
EskenSaskia,SPD,139,70,SPD,Cansel Kiziltepe,1
EskenSaskia,SPD,139,72,FDP,Carina Konrad,1
EskenSaskia,SPD,139,84,CDU,Christian Hirte,1
EskenSaskia,SPD,139,91,AfD,Corinna Miazga,1
EskenSaskia,SPD,139,92,SPD,Christian Petry,1
EskenSaskia,SPD,139,98,SPD,Daniela Kolbe,3
EUTheurer,FDP,141,147,FDP,FDP,44
EUTheurer,FDP,141,149,FDP,FDP Bundestag,6
EUTheurer,FDP,141,155,FDP,Florian Toncar,1
EUTheurer,FDP,141,205,FDP,Markus Herbrand,2
EUTheurer,FDP,141,212,FDP,Christoph Hoffmann,3
EUTheurer,FDP,141,225,FDP,Jens Brandenburg,1
EUTheurer,FDP,141,335,FDP,Marie-Agnes Strack-Zimmermann,1
EUTheurer,FDP,141,369,FDP,Manfred Todtenhausen,2
EUTheurer,FDP,141,394,FDP,Olaf in der Beek,1
EUTheurer,FDP,141,398,FDP,Oliver Luksic,2
EUTheurer,FDP,141,401,FDP,Pascal Kober,1
EUTheurer,FDP,141,428,FDP,Hagen Reinhold,4
EUTheurer,FDP,141,446,FDP,Sandra Weeser,3
EUTheurer,FDP,141,481,FDP,Stephan Thomae,1
EUTheurer,FDP,141,60,FDP,Britta Dassler,1
EUTheurer,FDP,141,67,FDP,Christian Jung,9
EUTheurer,FDP,141,68,FDP,Christian Lindner,1
f_schaeffler,FDP,142,1,FDP,Martin Neumann,2
f_schaeffler,FDP,142,104,FDP,Daniel Föst,3
f_schaeffler,FDP,142,116,FDP,Bijan Djir-Sarai,1
f_schaeffler,FDP,142,149,FDP,FDP Bundestag,8
f_schaeffler,FDP,142,17,FDP,Alexander Müller,5
f_schaeffler,FDP,142,185,AfD,Götz Frömming,1
f_schaeffler,FDP,142,205,FDP,Markus Herbrand,2
f_schaeffler,FDP,142,212,FDP,Christoph Hoffmann,5
f_schaeffler,FDP,142,237,FDP,Johannes Vogel,1
f_schaeffler,FDP,142,241,CDU,Johannes Steiniger,1
f_schaeffler,FDP,142,253,FDP,Katharina Willkomm,2
f_schaeffler,FDP,142,283,FDP,Konstantin Kuhle,1
f_schaeffler,FDP,142,296,FDP,Linda Teuteberg,1
f_schaeffler,FDP,142,346,FDP,Karsten Klein,1
f_schaeffler,FDP,142,351,CDU,Michael Meister,1
f_schaeffler,FDP,142,371,CDU,Sepp Müller,1
f_schaeffler,FDP,142,380,FDP,Nicole Bauer,1
f_schaeffler,FDP,142,394,FDP,Olaf in der Beek,6
f_schaeffler,FDP,142,398,FDP,Oliver Luksic,15
f_schaeffler,FDP,142,413,FDP,Peter Heidt,2
f_schaeffler,FDP,142,428,FDP,Hagen Reinhold,14
f_schaeffler,FDP,142,433,FDP,Bernd Reuther,8
f_schaeffler,FDP,142,494,FDP,Thomas Sattelberger,2
f_schaeffler,FDP,142,515,FDP,Torsten Herbst,5
f_schaeffler,FDP,142,527,FDP,Andrew Ullmann,1
f_schaeffler,FDP,142,67,FDP,Christian Jung,1
f_schaeffler,FDP,142,72,FDP,Carina Konrad,7
f_schaeffler,FDP,142,81,FDP,Christian Sauter,15
f_schaeffler,FDP,142,83,FDP,Christian Dürr,1
f_schaeffler,FDP,142,97,FDP,Daniela Kluckert,4
FabioDeMasi,The Left,143,107,The Left,Die Linke,13
FabioDeMasi,The Left,143,117,The Left,Doris Achelwilm,2
FabioDeMasi,The Left,143,137,The Left,Klaus Ernst,1
FabioDeMasi,The Left,143,143,The Left,Fabio De Masi,31
FabioDeMasi,The Left,143,149,FDP,FDP Bundestag,1
FabioDeMasi,The Left,143,155,FDP,Florian Toncar,6
FabioDeMasi,The Left,143,168,The Left,Friedrich Straetmanns,19
FabioDeMasi,The Left,143,205,FDP,Markus Herbrand,1
FabioDeMasi,The Left,143,212,FDP,Christoph Hoffmann,2
FabioDeMasi,The Left,143,22,The Left,Andreas Wagner (politician),5
FabioDeMasi,The Left,143,223,The Left,Jan Korte,1
FabioDeMasi,The Left,143,251,The Left,Jutta Krellmann,2
FabioDeMasi,The Left,143,271,FDP,Katrin Helling-Plahr,1
FabioDeMasi,The Left,143,279,The Left,Kirsten Tackmann,2
FabioDeMasi,The Left,143,28,The Left,Andrej Hunko,7
FabioDeMasi,The Left,143,294,The Left,Lorenz Gösta Beutin,3
FabioDeMasi,The Left,143,297,The Left,Sören Pellmann,2
FabioDeMasi,The Left,143,298,The Left,Die Linke Bundestag,518
FabioDeMasi,The Left,143,299,Greens,Lisa Paus,1
FabioDeMasi,The Left,143,300,The Left,Gesine Lötzsch,4
FabioDeMasi,The Left,143,338,CDU,Matthias Hauer,2
FabioDeMasi,The Left,143,390,The Left,Norbert Müller,1
FabioDeMasi,The Left,143,394,FDP,Olaf in der Beek,1
FabioDeMasi,The Left,143,402,The Left,Pascal Meiser,4
FabioDeMasi,The Left,143,416,The Left,Petra Sitte,1
FabioDeMasi,The Left,143,446,FDP,Sandra Weeser,1
FabioDeMasi,The Left,143,455,The Left,Sevim Dağdelen,2
