target_screen_name,target_party,target,source,source_party,label,weight
LindaTeuteberg,FDP,296,97,FDP,Daniela Kluckert,17
LINKEPELLI,The Left,297,107,The Left,Die Linke,2
LINKEPELLI,The Left,297,110,The Left,Dietmar Bartsch,3
LINKEPELLI,The Left,297,168,The Left,Friedrich Straetmanns,2
LINKEPELLI,The Left,297,22,The Left,Andreas Wagner (politician),3
LINKEPELLI,The Left,297,279,The Left,Kirsten Tackmann,1
LINKEPELLI,The Left,297,294,The Left,Lorenz Gösta Beutin,1
LINKEPELLI,The Left,297,298,The Left,Die Linke Bundestag,69
LINKEPELLI,The Left,297,365,Greens,Monika Lazar,1
LINKEPELLI,The Left,297,416,The Left,Petra Sitte,1
LINKEPELLI,The Left,297,484,The Left,Susanne Ferschl,1
Linksfraktion,The Left,298,107,The Left,Die Linke,115
Linksfraktion,The Left,298,109,The Left,Diether Dehm,22
Linksfraktion,The Left,298,11,The Left,Gökay Akbulut,33
Linksfraktion,The Left,298,110,The Left,Dietmar Bartsch,68
Linksfraktion,The Left,298,115,Greens,Dieter Janecek,1
Linksfraktion,The Left,298,117,The Left,Doris Achelwilm,46
Linksfraktion,The Left,298,137,The Left,Klaus Ernst,65
Linksfraktion,The Left,298,143,The Left,Fabio De Masi,63
Linksfraktion,The Left,298,15,The Left,Alexander Neu,17
Linksfraktion,The Left,298,168,The Left,Friedrich Straetmanns,107
Linksfraktion,The Left,298,179,The Left,Gregor Gysi,50
Linksfraktion,The Left,298,200,The Left,Heike Hänsel,67
Linksfraktion,The Left,298,207,The Left,Evrim Sommer,24
Linksfraktion,The Left,298,21,The Left,Amira Mohamed Ali,43
Linksfraktion,The Left,298,22,The Left,Andreas Wagner (politician),66
Linksfraktion,The Left,298,223,The Left,Jan Korte,84
Linksfraktion,The Left,298,234,The Left,Jörg Cezanne,13
Linksfraktion,The Left,298,251,The Left,Jutta Krellmann,2
Linksfraktion,The Left,298,266,The Left,Katja Kipping,14
Linksfraktion,The Left,298,270,The Left,Katrin Werner,49
Linksfraktion,The Left,298,279,The Left,Kirsten Tackmann,41
Linksfraktion,The Left,298,28,The Left,Andrej Hunko,38
Linksfraktion,The Left,298,294,The Left,Lorenz Gösta Beutin,52
Linksfraktion,The Left,298,297,The Left,Sören Pellmann,58
Linksfraktion,The Left,298,298,The Left,Die Linke Bundestag,1
Linksfraktion,The Left,298,300,The Left,Gesine Lötzsch,70
Linksfraktion,The Left,298,32,The Left,Anke Domscheit-Berg,8
Linksfraktion,The Left,298,331,The Left,Martina Renner,1
Linksfraktion,The Left,298,340,The Left,Matthias Höhn,14
Linksfraktion,The Left,298,344,The Left,Eva Schreiber,6
Linksfraktion,The Left,298,361,The Left,Michel Brandt,24
Linksfraktion,The Left,298,375,The Left,Matthias W. Birkwald,43
Linksfraktion,The Left,298,382,The Left,Nicole Gohlke,23
Linksfraktion,The Left,298,385,The Left,Niema Movassat,30
Linksfraktion,The Left,298,390,The Left,Norbert Müller,21
Linksfraktion,The Left,298,40,The Left,Bernd Riexinger,4
Linksfraktion,The Left,298,402,The Left,Pascal Meiser,50
Linksfraktion,The Left,298,416,The Left,Petra Sitte,25
Linksfraktion,The Left,298,417,The Left,Petra Pau,51
Linksfraktion,The Left,298,444,The Left,Sabine Leidig,11
Linksfraktion,The Left,298,448,The Left,Simone Barrientos,24
Linksfraktion,The Left,298,455,The Left,Sevim Dağdelen,49
Linksfraktion,The Left,298,47,The Left,Stefan Liebich,24
Linksfraktion,The Left,298,484,The Left,Susanne Ferschl,85
Linksfraktion,The Left,298,490,The Left,Sylvia Gabelmann,16
Linksfraktion,The Left,298,5,The Left,Achim Kessler,41
Linksfraktion,The Left,298,516,The Left,Tobias Pflüger,9
Linksfraktion,The Left,298,524,The Left,Ulla Jelpke,5
Linksfraktion,The Left,298,537,The Left,Victor Perli,25
Linksfraktion,The Left,298,539,The Left,Kathrin Vogler,18
Linksfraktion,The Left,298,54,The Left,Birke Bull-Bischoff,3
Linksfraktion,The Left,298,555,The Left,Zaklin Nastic,33
Linksfraktion,The Left,298,71,The Left,Caren Lay,18
Linksfraktion,The Left,298,79,The Left,Christine Buchholz,14
Linksfraktion,The Left,298,90,The Left,Cornelia Möhring,47
lisapaus,Greens,299,106,Greens,Die Gruenen,2
lisapaus,Greens,299,136,Greens,Erhard Grundl,1
lisapaus,Greens,299,143,The Left,Fabio De Masi,1
lisapaus,Greens,299,146,Greens,Franziska Brantner,2
lisapaus,Greens,299,155,FDP,Florian Toncar,1
lisapaus,Greens,299,182,Greens,Claudia Müller,1
lisapaus,Greens,299,184,Greens,Die Gruenen Bundestag,16
lisapaus,Greens,299,194,The Left,Anja Hajduk,2
lisapaus,Greens,299,205,FDP,Markus Herbrand,1
lisapaus,Greens,299,218,Greens,Irene Mihalic,2
lisapaus,Greens,299,244,Greens,Jürgen Trittin,3
lisapaus,Greens,299,263,Greens,Katharina Dröge,7
lisapaus,Greens,299,264,Greens,Katja Dörner,1
lisapaus,Greens,299,284,Greens,Konstantin von Notz,2
lisapaus,Greens,299,295,Greens,Canan Bayram,1
lisapaus,Greens,299,299,Greens,Lisa Paus,14
lisapaus,Greens,299,3,Greens,Annalena Baerbock,1
lisapaus,Greens,299,309,Greens,Manuela Rottmann,4
lisapaus,Greens,299,33,Greens,Anna Christmann,1
lisapaus,Greens,299,34,CDU,Antje Tillmann,1
lisapaus,Greens,299,450,Greens,Stefan Schmidt,1
lisapaus,Greens,299,469,Greens,Stefan Gelbhaar,2
lisapaus,Greens,299,486,Greens,Sven-Christian Kindler,4
lisapaus,Greens,299,487,Greens,Sven Lehmann,2
lisapaus,Greens,299,545,Greens,Wolfgang Strengmann-Kuhn,12
lisapaus,Greens,299,59,Greens,Britta Haßelmann,1
lisapaus,Greens,299,82,Greens,Christian Kühn,3
LoetzschMdB,The Left,300,107,The Left,Die Linke,2
LoetzschMdB,The Left,300,168,The Left,Friedrich Straetmanns,3
LoetzschMdB,The Left,300,223,The Left,Jan Korte,1
LoetzschMdB,The Left,300,270,The Left,Katrin Werner,3
LoetzschMdB,The Left,300,279,The Left,Kirsten Tackmann,2
LoetzschMdB,The Left,300,28,The Left,Andrej Hunko,1
LoetzschMdB,The Left,300,297,The Left,Sören Pellmann,2
LoetzschMdB,The Left,300,298,The Left,Die Linke Bundestag,110
LoetzschMdB,The Left,300,361,The Left,Michel Brandt,1
LoetzschMdB,The Left,300,402,The Left,Pascal Meiser,3
LoetzschMdB,The Left,300,416,The Left,Petra Sitte,7
LoetzschMdB,The Left,300,417,The Left,Petra Pau,7
LoetzschMdB,The Left,300,448,The Left,Simone Barrientos,2
LoetzschMdB,The Left,300,47,The Left,Stefan Liebich,5
LoetzschMdB,The Left,300,537,The Left,Victor Perli,5
LoetzschMdB,The Left,300,90,The Left,Cornelia Möhring,1
Lothar_Binding,SPD,301,118,SPD,Dorothee Martin,1
Lothar_Binding,SPD,301,293,SPD,Leni Breymaier,1
Lothar_Binding,SPD,301,325,SPD,Marja-Liisa Völlers,1
Lothar_Binding,SPD,301,333,SPD,Martin Rosemann,5
Lothar_Binding,SPD,301,355,SPD,Michelle Müntefering,1
Lothar_Binding,SPD,301,399,FDP,Otto Fricke,1
Lothar_Binding,SPD,301,463,SPD,SPD Bundestag,6
Lothar_Binding,SPD,301,464,SPD,SPD,3
Lothar_Binding,SPD,301,52,SPD,Bettina Müller,3
Lothar_Binding,SPD,301,98,SPD,Daniela Kolbe,1
M_HarderKuehnel,AfD,302,134,AfD,Berengar Elsner von Gronow,1
M_HarderKuehnel,AfD,302,159,AfD,Frank Pasemann,8
M_HarderKuehnel,AfD,302,178,AfD,Gottfried Curio,4
M_HarderKuehnel,AfD,302,185,AfD,Götz Frömming,8
M_HarderKuehnel,AfD,302,303,AfD,Martin Reichardt,4
M_HarderKuehnel,AfD,302,312,AfD,Marc Jongen,1
M_HarderKuehnel,AfD,302,329,AfD,Martin Hess,1
M_HarderKuehnel,AfD,302,420,AfD,Jürgen Pohl,1
M_HarderKuehnel,AfD,302,424,AfD,Roland Hartwig,1
M_HarderKuehnel,AfD,302,431,AfD,René Springer,2
M_HarderKuehnel,AfD,302,432,AfD,Martin Renner,18
M_HarderKuehnel,AfD,302,442,AfD,Sebastian Münzenmaier,2
M_HarderKuehnel,AfD,302,45,AfD,Beatrix von Storch,1
M_HarderKuehnel,AfD,302,451,AfD,Jörg Schneider,21
M_HarderKuehnel,AfD,302,499,AfD,Thomas Ehrhorn,1
M_HarderKuehnel,AfD,302,507,AfD,Tino Chrupalla,3
M_HarderKuehnel,AfD,302,518,AfD,Udo Hemmelgarn,8
M_HarderKuehnel,AfD,302,6,AfD,AfD,27
M_HarderKuehnel,AfD,302,7,AfD,AfD Bundestag,2
M_Reichardt_AfD,AfD,303,159,AfD,Frank Pasemann,41
M_Reichardt_AfD,AfD,303,185,AfD,Götz Frömming,4
M_Reichardt_AfD,AfD,303,302,AfD,Mariana Harder-Kühnel,1
M_Reichardt_AfD,AfD,303,317,AfD,Marcus Bühl,1
M_Reichardt_AfD,AfD,303,367,AfD,Andreas Mrosek,2
M_Reichardt_AfD,AfD,303,422,AfD,Lothar Maier,1
M_Reichardt_AfD,AfD,303,431,AfD,René Springer,1
M_Reichardt_AfD,AfD,303,432,AfD,Martin Renner,13
M_Reichardt_AfD,AfD,303,45,AfD,Beatrix von Storch,1
M_Reichardt_AfD,AfD,303,451,AfD,Jörg Schneider,3
M_Reichardt_AfD,AfD,303,468,AfD,Stephan Brandner,3
M_Reichardt_AfD,AfD,303,507,AfD,Tino Chrupalla,1
M_Reichardt_AfD,AfD,303,518,AfD,Udo Hemmelgarn,3
M_Reichardt_AfD,AfD,303,64,AfD,Matthias Büttner,1
M_Reichardt_AfD,AfD,303,8,AfD,Stephan Protschka,1
m_schieder,SPD,304,304,SPD,Marianne Schieder,2
MaagKarin,CDU,305,138,CDU,Erwin Rüddel,1
MaagKarin,CDU,305,208,CDU,Heribert Hirte,1
MaagKarin,CDU,305,388,CDU,Nina Warken,2
MaagKarin,CDU,305,539,The Left,Kathrin Vogler,1
MaagKarin,CDU,305,77,CDU,CDU CSU Bundestag,2
MaikBeermann,CDU,306,241,CDU,Johannes Steiniger,2
MaikBeermann,CDU,306,306,CDU,Maik Beermann,5
MaikBeermann,CDU,306,371,CDU,Sepp Müller,1
MaikBeermann,CDU,306,479,CDU,Sebastian Steineke,1
MaikBeermann,CDU,306,517,CDU,Tankred Schipanski,1
MaikBeermann,CDU,306,77,CDU,CDU CSU Bundestag,2
ManderlaGisela,CDU,307,307,CDU,Gisela Manderla,2
ManderlaGisela,CDU,307,77,CDU,CDU CSU Bundestag,2
ManuelaRottman,Greens,309,10,Greens,Agnieszka Brugger,2
ManuelaRottman,Greens,309,115,Greens,Dieter Janecek,19
ManuelaRottman,Greens,309,131,Greens,Ekin Deligöz,3
ManuelaRottman,Greens,309,136,Greens,Erhard Grundl,11
ManuelaRottman,Greens,309,146,Greens,Franziska Brantner,2
ManuelaRottman,Greens,309,177,Greens,Katrin Göring-Eckardt,1
ManuelaRottman,Greens,309,182,Greens,Claudia Müller,3
ManuelaRottman,Greens,309,183,Greens,Beate Müller-Gemmeke,2
ManuelaRottman,Greens,309,208,CDU,Heribert Hirte,1
ManuelaRottman,Greens,309,218,Greens,Irene Mihalic,1
ManuelaRottman,Greens,309,252,Greens,Kordula Schulz-Asche,3
ManuelaRottman,Greens,309,256,Greens,Kai Gehring[210],1
ManuelaRottman,Greens,309,263,Greens,Katharina Dröge,1
ManuelaRottman,Greens,309,264,Greens,Katja Dörner,2
ManuelaRottman,Greens,309,265,Greens,Katja Keul,8
ManuelaRottman,Greens,309,284,Greens,Konstantin von Notz,10
ManuelaRottman,Greens,309,299,Greens,Lisa Paus,1
ManuelaRottman,Greens,309,3,Greens,Annalena Baerbock,3
ManuelaRottman,Greens,309,311,Greens,Manuel Sarrazin,1
ManuelaRottman,Greens,309,321,Greens,Margarete Bause,1
ManuelaRottman,Greens,309,430,Greens,Renate Künast,6
ManuelaRottman,Greens,309,450,Greens,Stefan Schmidt,2
ManuelaRottman,Greens,309,476,Greens,Steffi Lemke,1
ManuelaRottman,Greens,309,53,Greens,Bettina Hoffmann,1
ManuelaRottman,Greens,309,536,Greens,Uwe Kekeritz,1
ManuelaRottman,Greens,309,545,Greens,Wolfgang Strengmann-Kuhn,1
ManuelaRottman,Greens,309,78,Greens,Cem Özdemir,3
ManuelaRottman,Greens,309,82,Greens,Christian Kühn,2
ManuelHoeferlin,FDP,310,147,FDP,FDP,11
ManuelHoeferlin,FDP,310,149,FDP,FDP Bundestag,19
ManuelHoeferlin,FDP,310,163,FDP,Frank Sitta,2
ManuelHoeferlin,FDP,310,17,FDP,Alexander Müller,1
ManuelHoeferlin,FDP,310,253,FDP,Katharina Willkomm,3
ManuelHoeferlin,FDP,310,268,FDP,Katja Suding,2
ManuelHoeferlin,FDP,310,283,FDP,Konstantin Kuhle,1
ManuelHoeferlin,FDP,310,310,FDP,Manuel Höferlin,1
ManuelHoeferlin,FDP,310,394,FDP,Olaf in der Beek,3
ManuelHoeferlin,FDP,310,428,FDP,Hagen Reinhold,15
ManuelHoeferlin,FDP,310,481,FDP,Stephan Thomae,1
ManuelHoeferlin,FDP,310,509,CDU,Thomas Jarzombek,1
ManuelHoeferlin,FDP,310,56,FDP,Mario Brandenburg,4
ManuelHoeferlin,FDP,310,62,FDP,Benjamin Strasser,1
ManuelHoeferlin,FDP,310,67,FDP,Christian Jung,1
ManuelHoeferlin,FDP,310,72,FDP,Carina Konrad,8
ManuelSarrazin,Greens,311,10,Greens,Agnieszka Brugger,3
ManuelSarrazin,Greens,311,115,Greens,Dieter Janecek,4
ManuelSarrazin,Greens,311,136,Greens,Erhard Grundl,7
ManuelSarrazin,Greens,311,146,Greens,Franziska Brantner,2
ManuelSarrazin,Greens,311,153,Greens,Filiz Polat,2
ManuelSarrazin,Greens,311,177,Greens,Katrin Göring-Eckardt,1
ManuelSarrazin,Greens,311,182,Greens,Claudia Müller,5
ManuelSarrazin,Greens,311,184,Greens,Die Gruenen Bundestag,7
ManuelSarrazin,Greens,311,242,CDU,Johann Wadephul,1
ManuelSarrazin,Greens,311,252,Greens,Kordula Schulz-Asche,1
ManuelSarrazin,Greens,311,256,Greens,Kai Gehring[210],6
ManuelSarrazin,Greens,311,284,Greens,Konstantin von Notz,4
ManuelSarrazin,Greens,311,3,Greens,Annalena Baerbock,6
ManuelSarrazin,Greens,311,309,Greens,Manuela Rottmann,5
ManuelSarrazin,Greens,311,430,Greens,Renate Künast,1
ManuelSarrazin,Greens,311,510,Greens,Tobias Lindner,1
ManuelSarrazin,Greens,311,78,Greens,Cem Özdemir,4
Marc_Jongen,AfD,312,134,AfD,Berengar Elsner von Gronow,1
Marc_Jongen,AfD,312,185,AfD,Götz Frömming,4
Marc_Jongen,AfD,312,432,AfD,Martin Renner,7
Marc_Jongen,AfD,312,451,AfD,Jörg Schneider,5
Marc_Jongen,AfD,312,518,AfD,Udo Hemmelgarn,1
Marc_Jongen,AfD,312,6,AfD,AfD,1
MarcBernhardAfD,AfD,313,312,AfD,Marc Jongen,1
MarcBernhardAfD,AfD,313,329,AfD,Martin Hess,1
MarcBernhardAfD,AfD,313,422,AfD,Lothar Maier,3
MarcBernhardAfD,AfD,313,432,AfD,Martin Renner,1
MarcBernhardAfD,AfD,313,45,AfD,Beatrix von Storch,1
MarcBernhardAfD,AfD,313,451,AfD,Jörg Schneider,1
MarcBernhardAfD,AfD,313,468,AfD,Stephan Brandner,2
MarcBernhardAfD,AfD,313,518,AfD,Udo Hemmelgarn,21
MarcBernhardAfD,AfD,313,7,AfD,AfD Bundestag,1
MarcHenrichmann,CDU,314,281,CDU,Katja Leikert,1
MarcHenrichmann,CDU,314,324,CDU,Marian Wendt,1
MarcHenrichmann,CDU,314,354,CDU,Michael Grosse-Brömer,1
MarcHenrichmann,CDU,314,371,CDU,Sepp Müller,1
MarcHenrichmann,CDU,314,388,CDU,Nina Warken,2
MarcHenrichmann,CDU,314,517,CDU,Tankred Schipanski,9
MarcHenrichmann,CDU,314,77,CDU,CDU CSU Bundestag,14
MarcHenrichmann,CDU,314,84,CDU,Christian Hirte,1
MarcoBuschmann,FDP,316,1,FDP,Martin Neumann,3
MarcoBuschmann,FDP,316,104,FDP,Daniel Föst,18
MarcoBuschmann,FDP,316,116,FDP,Bijan Djir-Sarai,7
MarcoBuschmann,FDP,316,119,CSU,Dorothee Bär,1
MarcoBuschmann,FDP,316,123,CDU,Andreas Nick,2
MarcoBuschmann,FDP,316,141,FDP,Michael Theurer,3
MarcoBuschmann,FDP,316,142,FDP,Frank Schäffler,1
MarcoBuschmann,FDP,316,146,Greens,Franziska Brantner,1
MarcoBuschmann,FDP,316,147,FDP,FDP,201
MarcoBuschmann,FDP,316,149,FDP,FDP Bundestag,76
MarcoBuschmann,FDP,316,155,FDP,Florian Toncar,7
MarcoBuschmann,FDP,316,163,FDP,Frank Sitta,7
MarcoBuschmann,FDP,316,169,FDP,Gerald Ullrich,1
MarcoBuschmann,FDP,316,17,FDP,Alexander Müller,7
MarcoBuschmann,FDP,316,189,FDP,Gyde Jensen,4
MarcoBuschmann,FDP,316,192,FDP,Thomas Hacker,6
MarcoBuschmann,FDP,316,205,FDP,Markus Herbrand,18
MarcoBuschmann,FDP,316,212,FDP,Christoph Hoffmann,10
MarcoBuschmann,FDP,316,213,FDP,Reinhard Houben,11
MarcoBuschmann,FDP,316,225,FDP,Jens Brandenburg,13
MarcoBuschmann,FDP,316,226,FDP,Jens Beeck,2
MarcoBuschmann,FDP,316,237,FDP,Johannes Vogel,1
MarcoBuschmann,FDP,316,241,CDU,Johannes Steiniger,1
MarcoBuschmann,FDP,316,242,CDU,Johann Wadephul,1
MarcoBuschmann,FDP,316,252,Greens,Kordula Schulz-Asche,1
MarcoBuschmann,FDP,316,253,FDP,Katharina Willkomm,8
MarcoBuschmann,FDP,316,268,FDP,Katja Suding,13
MarcoBuschmann,FDP,316,271,FDP,Katrin Helling-Plahr,15
MarcoBuschmann,FDP,316,282,FDP,Lukas Köhler,14
MarcoBuschmann,FDP,316,283,FDP,Konstantin Kuhle,5
MarcoBuschmann,FDP,316,296,FDP,Linda Teuteberg,1
MarcoBuschmann,FDP,316,310,FDP,Manuel Höferlin,3
MarcoBuschmann,FDP,316,316,FDP,Marco Buschmann,1
MarcoBuschmann,FDP,316,318,FDP,Marcus Faber,5
MarcoBuschmann,FDP,316,324,CDU,Marian Wendt,1
MarcoBuschmann,FDP,316,335,FDP,Marie-Agnes Strack-Zimmermann,11
MarcoBuschmann,FDP,316,341,FDP,Matthias Nölke,1
MarcoBuschmann,FDP,316,346,FDP,Karsten Klein,4
MarcoBuschmann,FDP,316,353,FDP,Christoph Meyer,6
MarcoBuschmann,FDP,316,356,FDP,Michael Georg Link,3
MarcoBuschmann,FDP,316,368,FDP,Matthias Seestern-Pauly,5
MarcoBuschmann,FDP,316,369,FDP,Manfred Todtenhausen,7
MarcoBuschmann,FDP,316,372,FDP,Roman Müller-Böhm,2
MarcoBuschmann,FDP,316,373,SPD,Detlef Müller,1
MarcoBuschmann,FDP,316,380,FDP,Nicole Bauer,3
MarcoBuschmann,FDP,316,394,FDP,Olaf in der Beek,24
MarcoBuschmann,FDP,316,398,FDP,Oliver Luksic,35
MarcoBuschmann,FDP,316,399,FDP,Otto Fricke,9
MarcoBuschmann,FDP,316,401,FDP,Pascal Kober,1
MarcoBuschmann,FDP,316,413,FDP,Peter Heidt,9
MarcoBuschmann,FDP,316,428,FDP,Hagen Reinhold,63
MarcoBuschmann,FDP,316,429,FDP,Renata Alt,2
MarcoBuschmann,FDP,316,433,FDP,Bernd Reuther,3
MarcoBuschmann,FDP,316,446,FDP,Sandra Weeser,25
MarcoBuschmann,FDP,316,467,FDP,Bettina Stark-Watzinger,12
MarcoBuschmann,FDP,316,468,AfD,Stephan Brandner,1
MarcoBuschmann,FDP,316,47,The Left,Stefan Liebich,1
MarcoBuschmann,FDP,316,481,FDP,Stephan Thomae,1
MarcoBuschmann,FDP,316,493,CSU,Thomas Erndl,1
MarcoBuschmann,FDP,316,494,FDP,Thomas Sattelberger,2
MarcoBuschmann,FDP,316,496,FDP,Frank Müller-Rosentritt,1
MarcoBuschmann,FDP,316,505,FDP,Till Mansmann,8
MarcoBuschmann,FDP,316,515,FDP,Torsten Herbst,2
MarcoBuschmann,FDP,316,523,FDP,Ulla Ihnen,11
MarcoBuschmann,FDP,316,527,FDP,Andrew Ullmann,6
MarcoBuschmann,FDP,316,530,FDP,Ulrich Lechte,1
MarcoBuschmann,FDP,316,553,FDP,Wieland Schinnenburg,2
MarcoBuschmann,FDP,316,56,FDP,Mario Brandenburg,8
MarcoBuschmann,FDP,316,60,FDP,Britta Dassler,9
MarcoBuschmann,FDP,316,62,FDP,Benjamin Strasser,2
MarcoBuschmann,FDP,316,63,FDP,Sandra Bubendorfer-Licht,3
MarcoBuschmann,FDP,316,67,FDP,Christian Jung,56
MarcoBuschmann,FDP,316,68,FDP,Christian Lindner,13
MarcoBuschmann,FDP,316,69,FDP,Christine Aschenberg-Dugnus,2
MarcoBuschmann,FDP,316,72,FDP,Carina Konrad,18
MarcoBuschmann,FDP,316,81,FDP,Christian Sauter,1
MarcoBuschmann,FDP,316,83,FDP,Christian Dürr,5
MarcoBuschmann,FDP,316,84,CDU,Christian Hirte,1
MarcoBuschmann,FDP,316,9,FDP,Grigorios Aggelidis,6
MarcoBuschmann,FDP,316,97,FDP,Daniela Kluckert,8
Marcus_Buehl,AfD,317,191,AfD,Harald Weyel,1
Marcus_Buehl,AfD,317,420,AfD,Jürgen Pohl,2
Marcus_Buehl,AfD,317,432,AfD,Martin Renner,1
Marcus_Buehl,AfD,317,468,AfD,Stephan Brandner,2
Marcus_Buehl,AfD,317,518,AfD,Udo Hemmelgarn,4
MarcusFaber,FDP,318,147,FDP,FDP,1
MarcusFaber,FDP,318,149,FDP,FDP Bundestag,7
MarcusFaber,FDP,318,166,SPD,Fritz Felgentreu,1
MarcusFaber,FDP,318,212,FDP,Christoph Hoffmann,1
MarcusFaber,FDP,318,225,FDP,Jens Brandenburg,1
MarcusFaber,FDP,318,335,FDP,Marie-Agnes Strack-Zimmermann,1
MarcusFaber,FDP,318,394,FDP,Olaf in der Beek,3
MarcusFaber,FDP,318,413,FDP,Peter Heidt,1
MarcusFaber,FDP,318,428,FDP,Hagen Reinhold,6
MarcusFaber,FDP,318,446,FDP,Sandra Weeser,1
MarcusFaber,FDP,318,527,FDP,Andrew Ullmann,1
MarcusFaber,FDP,318,67,FDP,Christian Jung,1
MarcusFaber,FDP,318,68,FDP,Christian Lindner,1
MarcusFaber,FDP,318,81,FDP,Christian Sauter,1
MarcusFaber,FDP,318,83,FDP,Christian Dürr,1
MarcusWeinberg,CDU,320,36,CDU,Annette Widmann-Mauz,1
MarcusWeinberg,CDU,320,479,CDU,Sebastian Steineke,3
MarcusWeinberg,CDU,320,517,CDU,Tankred Schipanski,1
MarcusWeinberg,CDU,320,75,CDU,CDU,2
MarcusWeinberg,CDU,320,77,CDU,CDU CSU Bundestag,18
MargareteBause,Greens,321,10,Greens,Agnieszka Brugger,2
MargareteBause,Greens,321,115,Greens,Dieter Janecek,1
MargareteBause,Greens,321,131,Greens,Ekin Deligöz,1
MargareteBause,Greens,321,146,Greens,Franziska Brantner,1
MargareteBause,Greens,321,177,Greens,Katrin Göring-Eckardt,1
MargareteBause,Greens,321,183,Greens,Beate Müller-Gemmeke,1
MargareteBause,Greens,321,184,Greens,Die Gruenen Bundestag,3
MargareteBause,Greens,321,256,Greens,Kai Gehring[210],1
MargareteBause,Greens,321,263,Greens,Katharina Dröge,2
MargareteBause,Greens,321,265,Greens,Katja Keul,1
MargareteBause,Greens,321,3,Greens,Annalena Baerbock,2
MargareteBause,Greens,321,510,Greens,Tobias Lindner,1
MargareteBause,Greens,321,536,Greens,Uwe Kekeritz,1
MargareteBause,Greens,321,545,Greens,Wolfgang Strengmann-Kuhn,1
margit_stumpp,Greens,322,115,Greens,Dieter Janecek,1
margit_stumpp,Greens,322,136,Greens,Erhard Grundl,1
margit_stumpp,Greens,322,182,Greens,Claudia Müller,1
margit_stumpp,Greens,322,184,Greens,Die Gruenen Bundestag,9
margit_stumpp,Greens,322,217,Greens,Ingrid Nestle,1
margit_stumpp,Greens,322,218,Greens,Irene Mihalic,1
margit_stumpp,Greens,322,264,Greens,Katja Dörner,1
margit_stumpp,Greens,322,284,Greens,Konstantin von Notz,2
margit_stumpp,Greens,322,298,The Left,Die Linke Bundestag,1
margit_stumpp,Greens,322,455,The Left,Sevim Dağdelen,1
margit_stumpp,Greens,322,486,Greens,Sven-Christian Kindler,2
margit_stumpp,Greens,322,67,FDP,Christian Jung,2
MariaKlSchmeink,Greens,323,183,Greens,Beate Müller-Gemmeke,5
MariaKlSchmeink,Greens,323,184,Greens,Die Gruenen Bundestag,17
MariaKlSchmeink,Greens,323,217,Greens,Ingrid Nestle,1
MariaKlSchmeink,Greens,323,252,Greens,Kordula Schulz-Asche,20
MariaKlSchmeink,Greens,323,256,Greens,Kai Gehring[210],5
MariaKlSchmeink,Greens,323,263,Greens,Katharina Dröge,3
MariaKlSchmeink,Greens,323,264,Greens,Katja Dörner,5
MariaKlSchmeink,Greens,323,278,Greens,Kirsten Kappert-Gonther,4
MariaKlSchmeink,Greens,323,284,Greens,Konstantin von Notz,3
MariaKlSchmeink,Greens,323,295,Greens,Canan Bayram,1
MariaKlSchmeink,Greens,323,3,Greens,Annalena Baerbock,6
MariaKlSchmeink,Greens,323,323,Greens,Maria Klein-Schmeink,2
MariaKlSchmeink,Greens,323,326,Greens,Markus Kurth,1
MariaKlSchmeink,Greens,323,365,Greens,Monika Lazar,1
MariaKlSchmeink,Greens,323,430,Greens,Renate Künast,4
MariaKlSchmeink,Greens,323,486,Greens,Sven-Christian Kindler,1
MariaKlSchmeink,Greens,323,487,Greens,Sven Lehmann,1
MariaKlSchmeink,Greens,323,52,SPD,Bettina Müller,1
MariaKlSchmeink,Greens,323,545,Greens,Wolfgang Strengmann-Kuhn,2
MariaKlSchmeink,Greens,323,78,Greens,Cem Özdemir,1
MariaKlSchmeink,Greens,323,80,Greens,Charlotte Schneidewind-Hartnagel,1
MariaKlSchmeink,Greens,323,93,Greens,Corinna Rüffer,1
MarjaVoellers,SPD,325,219,SPD,Isabel Mackensen-Geis,3
MarjaVoellers,SPD,325,236,SPD,Johann Saathoff,1
MarjaVoellers,SPD,325,239,SPD,Josephine Ortleb,1
MarjaVoellers,SPD,325,243,SPD,Johannes Schraps,4
MarjaVoellers,SPD,325,257,SPD,Elisabeth Kaiser,1
MarjaVoellers,SPD,325,265,Greens,Katja Keul,1
MarjaVoellers,SPD,325,267,SPD,Katja Mast,1
MarjaVoellers,SPD,325,304,SPD,Marianne Schieder,1
MarjaVoellers,SPD,325,333,SPD,Martin Rosemann,11
MarjaVoellers,SPD,325,42,SPD,Bärbel Bas,1
MarjaVoellers,SPD,325,457,SPD,Siemtje Möller,1
MarjaVoellers,SPD,325,46,SPD,Bela Bach,2
MarjaVoellers,SPD,325,463,SPD,SPD Bundestag,51
MarjaVoellers,SPD,325,464,SPD,SPD,12
MarjaVoellers,SPD,325,466,SPD,Martina Stamm-Fibich,1
MarjaVoellers,SPD,325,502,SPD,Thomas Hitschler,2
MarjaVoellers,SPD,325,506,SPD,Timon Gremmels,3
MarjaVoellers,SPD,325,52,SPD,Bettina Müller,17
MarjaVoellers,SPD,325,526,SPD,Ulli Nissen,3
MarjaVoellers,SPD,325,532,SPD,Ute Vogt,2
markuskurthmdb,Greens,326,146,Greens,Franziska Brantner,1
markuskurthmdb,Greens,326,153,Greens,Filiz Polat,1
